A8MXU7	ENSG00000002330	BAD	Known mitochondrial
F5GYS3	ENSG00000002330	BAD	Known mitochondrial
Q92934	ENSG00000002330	BAD	Known mitochondrial
P28838	ENSG00000002549	LAP3	Known mitochondrial
P28838	ENSG00000002549	LAP3	Known mitochondrial
B4E0W7	ENSG00000003509	NDUFAF7	Known mitochondrial
Q7L592	ENSG00000003509	NDUFAF7	Known mitochondrial
Q7L592	ENSG00000003509	NDUFAF7	Known mitochondrial
Q6SZW1	ENSG00000004139	SARM1	Predicted mitochondrial
Q6SZW1	ENSG00000004139	SARM1	Predicted mitochondrial
B4DEM9	ENSG00000004142	POLDIP2	Known mitochondrial
Q9Y2S7	ENSG00000004142	POLDIP2	Known mitochondrial
F8VPP1	ENSG00000004455	AK2	Known mitochondrial
F8VY04	ENSG00000004455	AK2	Known mitochondrial
F8VZG5	ENSG00000004455	AK2	Known mitochondrial
F8W1A4	ENSG00000004455	AK2	Known mitochondrial
G3V213	ENSG00000004455	AK2	Known mitochondrial
P54819	ENSG00000004455	AK2	Known mitochondrial
P54819	ENSG00000004455	AK2	Known mitochondrial
P54819	ENSG00000004455	AK2	Known mitochondrial
P54819	ENSG00000004455	AK2	Known mitochondrial
P54819	ENSG00000004455	AK2	Known mitochondrial
P54819	ENSG00000004455	AK2	Known mitochondrial
P28907	ENSG00000004468	CD38	Known mitochondrial
P28907	ENSG00000004468	CD38	Known mitochondrial
F5H120	ENSG00000004478	FKBP4	Known mitochondrial
Q02790	ENSG00000004478	FKBP4	Known mitochondrial
H3BNE8	ENSG00000004779	NDUFAB1	Known mitochondrial
O14561	ENSG00000004779	NDUFAB1	Known mitochondrial
Q16654	ENSG00000004799	PDK4	Known mitochondrial
Q9UJS0	ENSG00000004864	SLC25A13	Known mitochondrial
Q9UJS0	ENSG00000004864	SLC25A13	Known mitochondrial
R4GN64	ENSG00000004864	SLC25A13	Known mitochondrial
P53701	ENSG00000004961	HCCS	Known mitochondrial
P05141	ENSG00000005022	SLC25A5	Known mitochondrial
Q9NWR8	ENSG00000005059	MCUB	Known mitochondrial
P49916	ENSG00000005156	LIG3	Known mitochondrial
P49916	ENSG00000005156	LIG3	Known mitochondrial
P49916	ENSG00000005156	LIG3	Known mitochondrial
P49916	ENSG00000005156	LIG3	Known mitochondrial
Q53FZ2	ENSG00000005187	ACSM3	Known mitochondrial
Q53FZ2	ENSG00000005187	ACSM3	Known mitochondrial
O95153	ENSG00000005379	TSPOAP1	Known mitochondrial
O95153	ENSG00000005379	TSPOAP1	Known mitochondrial
O95153	ENSG00000005379	TSPOAP1	Known mitochondrial
Q15119	ENSG00000005882	PDK2	Known mitochondrial
Q15119	ENSG00000005882	PDK2	Known mitochondrial
A0A087WXS3	ENSG00000006125	AP2B1	Predicted mitochondrial
A0A087X253	ENSG00000006125	AP2B1	Predicted mitochondrial
K7EKZ5	ENSG00000006125	AP2B1	Predicted mitochondrial
P63010	ENSG00000006125	AP2B1	Predicted mitochondrial
P63010	ENSG00000006125	AP2B1	Predicted mitochondrial
P63010	ENSG00000006125	AP2B1	Predicted mitochondrial
A0A0U1RRL8	ENSG00000006282	SPATA20	Known mitochondrial
D6R947	ENSG00000006282	SPATA20	Known mitochondrial
D6RC70	ENSG00000006282	SPATA20	Known mitochondrial
D6RIU6	ENSG00000006282	SPATA20	Known mitochondrial
Q8TB22	ENSG00000006282	SPATA20	Known mitochondrial
Q8TB22	ENSG00000006282	SPATA20	Known mitochondrial
Q8TB22	ENSG00000006282	SPATA20	Known mitochondrial
Q8TB22	ENSG00000006282	SPATA20	Known mitochondrial
E9PC15	ENSG00000006530	AGK	Known mitochondrial
E9PG39	ENSG00000006530	AGK	Known mitochondrial
F8WDD1	ENSG00000006530	AGK	Known mitochondrial
Q53H12	ENSG00000006530	AGK	Known mitochondrial
Q53H12	ENSG00000006530	AGK	Known mitochondrial
H7C101	ENSG00000006695	COX10	Known mitochondrial
J3KRW4	ENSG00000006695	COX10	Known mitochondrial
J3KSJ3	ENSG00000006695	COX10	Known mitochondrial
Q12887	ENSG00000006695	COX10	Known mitochondrial
Q12887	ENSG00000006695	COX10	Known mitochondrial
G5E9D5	ENSG00000006744	ELAC2	Known mitochondrial
Q9BQ52	ENSG00000006744	ELAC2	Known mitochondrial
Q9BQ52	ENSG00000006744	ELAC2	Known mitochondrial
Q9BQ52	ENSG00000006744	ELAC2	Known mitochondrial
Q9BQ52	ENSG00000006744	ELAC2	Known mitochondrial
V9GZ72	ENSG00000006744	ELAC2	Known mitochondrial
P41247	ENSG00000006757	PNPLA4	Predicted mitochondrial
P41247	ENSG00000006757	PNPLA4	Predicted mitochondrial
O94812	ENSG00000007516	BAIAP3	Predicted mitochondrial
O94812	ENSG00000007516	BAIAP3	Predicted mitochondrial
O94812	ENSG00000007516	BAIAP3	Predicted mitochondrial
O94812	ENSG00000007516	BAIAP3	Predicted mitochondrial
O94812	ENSG00000007516	BAIAP3	Predicted mitochondrial
O94812	ENSG00000007516	BAIAP3	Predicted mitochondrial
Q9NVH1	ENSG00000007923	DNAJC11	Known mitochondrial
Q9NVH1	ENSG00000007923	DNAJC11	Known mitochondrial
Q9NVH1	ENSG00000007923	DNAJC11	Known mitochondrial
F8WAH1	ENSG00000008311	AASS	Known mitochondrial
F8WE53	ENSG00000008311	AASS	Known mitochondrial
Q9UDR5	ENSG00000008311	AASS	Known mitochondrial
F5H613	ENSG00000008394	MGST1	Predicted mitochondrial
P10620	ENSG00000008394	MGST1	Predicted mitochondrial
P10620	ENSG00000008394	MGST1	Predicted mitochondrial
Q16526	ENSG00000008405	CRY1	Known mitochondrial
F8WEF1	ENSG00000010256	UQCRC1	Known mitochondrial
F8WER5	ENSG00000010256	UQCRC1	Known mitochondrial
P31930	ENSG00000010256	UQCRC1	Known mitochondrial
J3KPD9	ENSG00000011052	NME1-NME2	Predicted mitochondrial
Q32Q12	ENSG00000011052	NME1-NME2	Predicted mitochondrial
Q6DKK2	ENSG00000011295	TTC19	Known mitochondrial
E9PHM2	ENSG00000011376	LARS2	Known mitochondrial
Q15031	ENSG00000011376	LARS2	Known mitochondrial
B4DFG5	ENSG00000013306	SLC25A39	Known mitochondrial
K7EMW3	ENSG00000013306	SLC25A39	Known mitochondrial
Q9BZJ4	ENSG00000013306	SLC25A39	Known mitochondrial
Q9BZJ4	ENSG00000013306	SLC25A39	Known mitochondrial
F5GWX2	ENSG00000013583	HEBP1	Known mitochondrial
Q9NRV9	ENSG00000013583	HEBP1	Known mitochondrial
D6R9M6	ENSG00000014824	SLC30A9	Known mitochondrial
Q6PML9	ENSG00000014824	SLC30A9	Known mitochondrial
Q7KZN9	ENSG00000014919	COX15	Known mitochondrial
Q7KZN9	ENSG00000014919	COX15	Known mitochondrial
Q8NE62	ENSG00000016391	CHDH	Known mitochondrial
Q07973	ENSG00000019186	CYP24A1	Known mitochondrial
Q07973	ENSG00000019186	CYP24A1	Known mitochondrial
Q07973	ENSG00000019186	CYP24A1	Known mitochondrial
P31327	ENSG00000021826	CPS1	Known mitochondrial
P31327	ENSG00000021826	CPS1	Known mitochondrial
P31327	ENSG00000021826	CPS1	Known mitochondrial
Q5R211	ENSG00000021826	CPS1	Known mitochondrial
Q13642	ENSG00000022267	FHL1	Known mitochondrial
Q13642	ENSG00000022267	FHL1	Known mitochondrial
Q13642	ENSG00000022267	FHL1	Known mitochondrial
Q13642	ENSG00000022267	FHL1	Known mitochondrial
Q13642	ENSG00000022267	FHL1	Known mitochondrial
Q5JXI2	ENSG00000022267	FHL1	Known mitochondrial
B4DJ81	ENSG00000023228	NDUFS1	Known mitochondrial
F8WDL5	ENSG00000023228	NDUFS1	Known mitochondrial
P28331	ENSG00000023228	NDUFS1	Known mitochondrial
P28331	ENSG00000023228	NDUFS1	Known mitochondrial
P28331	ENSG00000023228	NDUFS1	Known mitochondrial
P28331	ENSG00000023228	NDUFS1	Known mitochondrial
P28331	ENSG00000023228	NDUFS1	Known mitochondrial
P13196	ENSG00000023330	ALAS1	Known mitochondrial
P13196	ENSG00000023330	ALAS1	Known mitochondrial
Q9NS18	ENSG00000023572	GLRX2	Known mitochondrial
Q9NS18	ENSG00000023572	GLRX2	Known mitochondrial
P19971	ENSG00000025708	TYMP	Predicted mitochondrial
P19971	ENSG00000025708	TYMP	Predicted mitochondrial
Q15785	ENSG00000025772	TOMM34	Known mitochondrial
B0YJC4	ENSG00000026025	VIM	Predicted mitochondrial
B0YJC5	ENSG00000026025	VIM	Predicted mitochondrial
P08670	ENSG00000026025	VIM	Predicted mitochondrial
G3XAF1	ENSG00000026652	AGPAT4	Predicted mitochondrial
Q5TEE8	ENSG00000026652	AGPAT4	Predicted mitochondrial
Q6AI25	ENSG00000026652	AGPAT4	Predicted mitochondrial
Q9NRZ5	ENSG00000026652	AGPAT4	Predicted mitochondrial
Q9NRZ5	ENSG00000026652	AGPAT4	Predicted mitochondrial
Q99797	ENSG00000027001	MIPEP	Known mitochondrial
E9PBU1	ENSG00000028116	VRK2	Known mitochondrial
Q86Y07	ENSG00000028116	VRK2	Known mitochondrial
Q86Y07	ENSG00000028116	VRK2	Known mitochondrial
Q86Y07	ENSG00000028116	VRK2	Known mitochondrial
Q86Y07	ENSG00000028116	VRK2	Known mitochondrial
Q86Y07	ENSG00000028116	VRK2	Known mitochondrial
Q8WVM0	ENSG00000029639	TFB1M	Known mitochondrial
A0A0A0MRG8	ENSG00000030110	BAK1	Known mitochondrial
Q16611	ENSG00000030110	BAK1	Known mitochondrial
Q16611	ENSG00000030110	BAK1	Known mitochondrial
Q9UG63	ENSG00000033050	ABCF2	Predicted mitochondrial
Q9UG63	ENSG00000033050	ABCF2	Predicted mitochondrial
C9J2Y4	ENSG00000035141	FAM136A	Known mitochondrial
E7EQY1	ENSG00000035141	FAM136A	Known mitochondrial
Q96C01	ENSG00000035141	FAM136A	Known mitochondrial
E7EWH9	ENSG00000036448	MYOM2	Predicted mitochondrial
P54296	ENSG00000036448	MYOM2	Predicted mitochondrial
P00480	ENSG00000036473	OTC	Known mitochondrial
D6RB25	ENSG00000039560	RAI14	Predicted mitochondrial
D6RBW6	ENSG00000039560	RAI14	Predicted mitochondrial
D6RDL2	ENSG00000039560	RAI14	Predicted mitochondrial
D6REL2	ENSG00000039560	RAI14	Predicted mitochondrial
Q9P0K7	ENSG00000039560	RAI14	Predicted mitochondrial
Q9P0K7	ENSG00000039560	RAI14	Predicted mitochondrial
Q9P0K7	ENSG00000039560	RAI14	Predicted mitochondrial
Q9P0K7	ENSG00000039560	RAI14	Predicted mitochondrial
A0A0D9SEV0	ENSG00000039650	PNKP	Known mitochondrial
A0A0D9SFL2	ENSG00000039650	PNKP	Known mitochondrial
A0A1B0GU66	ENSG00000039650	PNKP	Known mitochondrial
M0QX49	ENSG00000039650	PNKP	Known mitochondrial
M0QYH2	ENSG00000039650	PNKP	Known mitochondrial
M0R3C8	ENSG00000039650	PNKP	Known mitochondrial
Q96T60	ENSG00000039650	PNKP	Known mitochondrial
Q96T60	ENSG00000039650	PNKP	Known mitochondrial
Q8WTV1	ENSG00000041988	THAP3	Predicted mitochondrial
Q8WTV1	ENSG00000041988	THAP3	Predicted mitochondrial
Q8WTV1	ENSG00000041988	THAP3	Predicted mitochondrial
B4DK89	ENSG00000043514	TRIT1	Known mitochondrial
Q3T7B4	ENSG00000043514	TRIT1	Known mitochondrial
Q9H3H1	ENSG00000043514	TRIT1	Known mitochondrial
Q9H3H1	ENSG00000043514	TRIT1	Known mitochondrial
Q9H3H1	ENSG00000043514	TRIT1	Known mitochondrial
Q9H3H1	ENSG00000043514	TRIT1	Known mitochondrial
Q9H3H1	ENSG00000043514	TRIT1	Known mitochondrial
Q9H3H1	ENSG00000043514	TRIT1	Known mitochondrial
S4R2Z0	ENSG00000043514	TRIT1	Known mitochondrial
S4R3F4	ENSG00000043514	TRIT1	Known mitochondrial
P11021	ENSG00000044574	HSPA5	Predicted mitochondrial
Q9NRF8	ENSG00000047230	CTPS2	Predicted mitochondrial
P82664	ENSG00000048544	MRPS10	Known mitochondrial
B7Z8R2	ENSG00000049883	PTCD2	Known mitochondrial
D6RIZ0	ENSG00000049883	PTCD2	Known mitochondrial
D6RJH8	ENSG00000049883	PTCD2	Known mitochondrial
E5RHU2	ENSG00000049883	PTCD2	Known mitochondrial
F6S289	ENSG00000049883	PTCD2	Known mitochondrial
Q8WV60	ENSG00000049883	PTCD2	Known mitochondrial
Q8WV60	ENSG00000049883	PTCD2	Known mitochondrial
Q8WV60	ENSG00000049883	PTCD2	Known mitochondrial
Q96AQ8	ENSG00000050393	MCUR1	Known mitochondrial
Q96AQ8	ENSG00000050393	MCUR1	Known mitochondrial
